,0
0,17.038734436035156
1,46.03538131713867
2,6.568753242492676
3,3.801015853881836
4,6.649872303009033
5,3.512873411178589
6,1.8187605142593384
7,0.9379223585128784
8,1.2476603984832764
9,1.3196099996566772
10,1.1158477067947388
11,0.7232370972633362
12,0.40962833166122437
13,0.4550497531890869
14,0.4574606716632843
15,0.5799133777618408
16,0.4210519790649414
17,0.5414586067199707
18,0.4074122905731201
19,0.3348717987537384
20,0.3454800844192505
21,0.3132511377334595
22,0.3750412166118622
23,0.2548600733280182
24,0.21786299347877502
25,0.34275203943252563
26,0.24820944666862488
27,0.314480185508728
28,0.2711679935455322
29,0.26324954628944397
30,0.19920919835567474
31,0.12811946868896484
32,0.19311237335205078
33,0.2119503766298294
34,0.316989541053772
35,0.23160871863365173
36,0.23379576206207275
37,0.23721849918365479
38,0.15762850642204285
39,0.19098195433616638
40,0.19642648100852966
41,0.2991466224193573
42,0.2478903830051422
43,0.2707541882991791
44,0.21434804797172546
45,0.1363505870103836
46,0.21436601877212524
47,0.20496365427970886
48,0.20984536409378052
49,0.2652677297592163
50,0.16412170231342316
51,0.18383431434631348
52,0.18782073259353638
53,0.24380731582641602
54,0.25953209400177
55,0.3115364909172058
56,0.19123616814613342
57,0.12881018221378326
58,0.1856946051120758
59,0.07568496465682983
60,0.2563926875591278
61,0.29817068576812744
62,0.15955334901809692
63,0.1827264279127121
64,0.18763664364814758
65,0.22885319590568542
66,0.20618118345737457
67,0.1794193685054779
68,0.207527756690979
69,0.26035457849502563
70,0.27148672938346863
71,0.3536415100097656
72,0.23784250020980835
73,0.19626212120056152
74,0.3212386667728424
75,0.3938661217689514
76,0.23300917446613312
77,0.23361575603485107
78,0.2483954131603241
79,0.23692147433757782
80,0.23970001935958862
81,0.21981695294380188
82,0.2418995499610901
83,0.3239363431930542
84,0.249709814786911
85,0.32127290964126587
86,0.213297039270401
87,0.2948383092880249
88,0.2309953272342682
89,0.341474711894989
90,0.24788984656333923
91,0.25808703899383545
92,0.23295600712299347
93,0.2769659161567688
94,0.2629874348640442
95,0.1839047372341156
96,0.2764366567134857
97,0.3035876750946045
98,0.24698646366596222
99,0.2498997151851654
100,0.2984820008277893
101,0.29166167974472046
102,0.22592459619045258
103,0.28585177659988403
104,0.3086206316947937
105,0.2135930359363556
106,0.18705114722251892
107,0.24022898077964783
108,0.28783440589904785
109,0.22302037477493286
110,0.2645547688007355
111,0.2254551649093628
112,0.2799658179283142
113,0.2422793209552765
114,0.2538622319698334
115,0.3205803334712982
116,0.27583393454551697
117,0.3073495626449585
118,0.39922481775283813
119,0.2702895998954773
120,0.21850436925888062
121,0.27922114729881287
122,0.27508968114852905
123,0.4774583876132965
124,0.5117174386978149
125,0.3839206397533417
126,0.2918056845664978
127,0.24078845977783203
128,0.30305230617523193
129,0.3267228603363037
130,0.4087039828300476
131,0.23658886551856995
132,0.21388888359069824
133,0.4483775496482849
134,0.3075788617134094
135,0.28714510798454285
136,0.3620142936706543
137,0.1721106767654419
138,0.29700466990470886
139,0.4213700294494629
140,0.27873003482818604
141,0.3783460855484009
142,0.14922574162483215
143,0.2569209337234497
144,0.24010728299617767
145,0.23547160625457764
146,0.31050530076026917
147,0.2136904001235962
148,0.24515189230442047
149,0.19638612866401672
150,0.2386525273323059
151,0.3071439862251282
152,0.34853118658065796
153,0.36650708317756653
